ID,Name,Address,ZipCode,FIPS_CODE,Pickup_InStore,Pickup_Curbside,Local_Delivery,2020_sale,NPOPCHG2020,BIRTHS2020,DEATHS2020,NATURALINC2020,NETMIG2020,RESIDUAL2020,RBIRTH2020,RDEATH2020,POPESTIMATE2020,INTERNATIONALMIG2020,DOMESTICMIG2020,RNATURALINC2020,RINTERNATIONALMIG2020,RDOMESTICMIG2020,RNETMIG2020
15,New Jersey-Turnersville,5700 Route 42 N,8012,68022,1.0,1.0,1.0,7479347.0,1498.53125,10455.791015625,8835.8984375,1619.892578125,-104.421875,-16.94140625,62.9029239340625,54.81010081121094,947516.7483215331,636.2115783691406,1169.1243286132812,5.563921203863768,-0.6642323144213873,41.029072484387214,40.364840170978326
16,Pennsylvania-Lancaster,1890 Fruitville Pike,17601,42071,1.0,1.0,1.0,7339389.0,7948.671875,12119.1015625,8486.322265625,3632.77734375,4328.3671875,-12.47265625,42.89844231947917,46.251564451315105,983502.4710845948,1595.5536804199219,1886.6287536621094,-6.433307467787963,5.504689095892333,37.123256909208386,42.627946005675646
17,Pennsylvania-Harrisburg,5070 Jonestown Rd,17112,42043,1.0,1.0,,6841506.0,1320.70703125,3378.328125,2570.33984375,807.98828125,523.451171875,-10.732421875,12.232879119244792,9.305895760140626,279405.48626708984,765.5505218505859,-1.5388641357421875,2.578384609263245,3.0286897902401133,-0.1327249373907472,2.89596485275531
18,New York-Rochester,1100 Jefferson Rd,14623,36055,1.0,1.0,,6343336.0,774.71875,15707.90234375,14550.4375,1157.46484375,-350.458984375,-32.287109375,173.13460750989586,190.41240384036456,1556304.0382080078,2413.8540802001958,-1540.9620971679688,-24.89341771584332,13.563563702265622,-14.515049238680115,-0.9514855379974314
19,Pennsylvania-York,855 Town Center Dr,17408,42133,1.0,1.0,,,10767.302734375,10459.75390625,9008.49609375,1451.2578125,9328.255859375,-12.212890625,52.279219756796884,45.09006474380209,1030666.320022583,460.0921478271485,10163.884490966795,4.998446307593628,1.1679935128056032,35.33335438859498,36.50134789871582
20,New York-Greece,3049 West Ridge Road,14626,36055,1.0,1.0,,5686486.0,774.71875,15707.90234375,14550.4375,1157.46484375,-350.458984375,-32.287109375,173.13460750989586,190.41240384036456,1556304.0382080078,2413.8540802001958,-1540.9620971679688,-24.89341771584332,13.563563702265622,-14.515049238680115,-0.9514855379974314
21,Maryland-Glen Burnie,6716 Governor Ritchie Hwy,21061,24003,1.0,1.0,1.0,6840095.0,3936.291015625,6836.62890625,4553.6171875,2283.01171875,1667.74609375,-14.46875,11.931098831484375,7.943475893783853,583247.3194122314,166.13990783691406,1373.680404663086,3.4161368472936404,0.167918285140625,2.766350585205139,2.93426886991217
22,Maryland-Crofton,1647 Crofton Center,21114,24003,1.0,1.0,1.0,9553389.0,3936.291015625,6836.62890625,4553.6171875,2283.01171875,1667.74609375,-14.46875,11.931098831484375,7.943475893783853,583247.3194122314,166.13990783691406,1373.680404663086,3.4161368472936404,0.167918285140625,2.766350585205139,2.93426886991217
23,Maryland-Frederick,1811 Monocacy Blvd,21701,24021,1.0,1.0,1.0,7760119.0,5434.14453125,3789.681640625,2589.759765625,1199.921875,4242.359375,-8.138671875,22.137866815820317,15.722550606041667,352441.876373291,244.9853363037109,5263.3265228271475,5.738778037250914,1.2337804315004886,31.651790685778565,32.885571113800175
24,Maryland-Gaithersburg,209 Kentlands Blvd,20878,24031,1.0,1.0,1.0,6680294.0,28285.716796875,45309.451171875,31192.013671875,14117.435546875,14153.5703125,14.708984375,209.7518714398437,189.96817223020832,3838392.2853393564,7092.748352050781,5709.321243286133,13.926237953189695,13.637611876909787,20.555040190907352,34.19265207278406
25,Virginia-Leesburg,19460 Compass Creek Pkwy,20175,51107,,,,,9022.9921875,5075.693359375,1521.734375,3553.958984375,5461.15234375,7.87890625,12.715166043346356,3.7987680825898438,425672.19349670404,707.8247375488281,2766.9408569335938,7.807995007613892,1.6387561950062255,7.3313353920784925,8.970091589544069
26,Virginia-Chantilly,13910 Metrotech Dr,20151,51059,1.0,1.0,1.0,7855560.0,685.767578125,14091.99609375,5437.794921875,8654.201171875,-8049.103515625,80.66796875,12.297744842421874,4.744253525009113,1150914.551574707,3579.955825805664,-14975.361389160156,6.724473984510497,3.3642455080006717,-12.733092341314943,-9.368846837899657
27,Virginia-Dale City,2851 Dale Blvd,22193,51153,1.0,1.0,1.0,6104967.0,4475.107421875,6550.65234375,2070.267578125,4480.384765625,-13.615234375,8.3359375,14.139637251953125,4.463239510742189,475874.68345642096,978.2504425048828,-3010.7384338378906,8.825964105670408,2.0492966434243174,-4.367332907713133,-2.3180362652655027
28,Virginia-Manassas,8300 Sudley Rd,20109,51153,1.0,1.0,1.0,4410865.0,4475.107421875,6550.65234375,2070.267578125,4480.384765625,-13.615234375,8.3359375,14.139637251953125,4.463239510742189,475874.68345642096,978.2504425048828,-3010.7384338378906,8.825964105670408,2.0492966434243174,-4.367332907713133,-2.3180362652655027
29,Virginia-Fredericksburg,3655 Plank Rd,22407,153854,1.0,1.0,1.0,7535910.0,2657.765625,2585.966796875,1634.892578125,951.07421875,1710.849609375,-4.158203125,38.702758900078116,22.90844266450521,219805.91653442386,62.23875427246094,1751.1598510742188,13.802912711856687,2.1922917942188107,15.798273923049926,17.9905657125592
30,Pennsylvania-Erie,2080 Interchange Rd #500,16565,42049,1.0,1.0,,4742155.0,-2613.251953125,13536.685546875,13531.1640625,5.521484375,-2594.212890625,-24.5625,31.94345741606771,33.556529571914055,1259759.5915374756,1763.1020812988281,-4682.898864746094,-2.297876658185242,3.4423547117007454,-13.131996070768432,-9.689641363516849
31,Virginia-Hampton,1072 W Mercury Blvd,23666,103350,1.0,1.0,1.0,9021052.0,-211.240234375,4392.76953125,2857.9453125,1534.82421875,-1739.083984375,-6.98046875,27.67979270296875,18.35818980640625,312025.9569091797,6.053466796875,-1164.5223236083984,7.936018330922606,-0.4984276849876095,-10.465105038560305,-10.963532729603699
32,Virginia-Richmond,401 International Center Dr,23150,51087,1.0,1.0,1.0,6413116.0,1756.99609375,3905.943359375,2842.537109375,1063.404296875,704.228515625,-10.638671875,11.90944653044271,8.664131682177084,332694.6880493164,717.1165466308594,-699.0750274658203,2.5020636109306023,2.381639590205445,-2.5000090093568725,-0.11836942048132305
33,Pennsylvania-Monroeville,120 Mall Plaza Blvd,15146,84132,1.0,1.0,1.0,7886363.0,-3980.1328125,15955.341796875,18498.650390625,-2543.30859375,-1358.029296875,-78.796875,29.26438062434896,36.711491836289056,1575547.5361175537,1986.43766784668,-4304.8555603027335,-8.382207865733093,1.7249756068092654,13.472616659286556,15.197592266299438
34,Virginia-Chesapeake,1517 Sams Cir,23320,51550,1.0,1.0,1.0,13959082.0,2411.466796875,2889.734375,1869.923828125,1019.810546875,1410.03125,-18.376953125,11.987516587291665,7.752788277930991,247254.77299499512,3.438079833984375,1528.2225494384766,3.7251582317403567,-0.21221361149401868,5.7876209864955435,5.575407375309938
35,Pennsylvania-Pittsburgh,3000 Mcintyre Square Dr.,15237,42003,1.0,1.0,1.0,7152675.0,-2365.0234375,12829.751953125,13798.056640625,-968.306640625,-1343.1171875,-53.6015625,10.524292165690104,11.319025898697914,1211100.182647705,1962.1030883789065,-4497.125228881836,-1.0309736879172973,1.880996309214356,-3.3071176901080315,-1.4261213808936768
36,Virginia-Chesterfield,11500 Midlothian Turnpike,23235,102801,1.0,1.0,1.0,9432603.0,6224.361328125,7404.16796875,5069.013671875,2335.15234375,3905.0390625,-15.83203125,35.36013297690104,28.01019205893229,636685.0802917479,546.1807403564453,2741.42724609375,5.8810469347418834,2.451606865429809,4.039954944697999,6.491561809510987
37,Pennsylvania-Coraopolis,2000 Casteel Dr,15108,42003,1.0,1.0,1.0,10312355.0,-2365.0234375,12829.751953125,13798.056640625,-968.306640625,-1343.1171875,-53.6015625,10.524292165690104,11.319025898697914,1211100.182647705,1962.1030883789065,-4497.125228881836,-1.0309736879172973,1.880996309214356,-3.3071176901080315,-1.4261213808936768
38,Ohio-Niles,5555 Youngstown-Warren Rd,44446,39155,1.0,1.0,1.0,5515970.0,-1087.810546875,2058.482421875,2542.955078125,-484.474609375,-596.001953125,-7.3359375,10.31836145315625,12.746877478294273,196137.83332824707,-6.172607421875,-374.3884582519531,-2.5185767409955444,-0.056151970209289546,-1.824994335495423,-1.8811463055159297
39,Ohio-Mentor,7980 Plaza Blvd,44060,78140,1.0,1.0,1.0,7448885.0,8270.71484375,21020.306640625,19217.634765625,1802.671875,6394.49609375,73.546875,129.38222474335936,137.75812089739583,2035263.1544799802,1273.2518157958984,8244.255599975586,-13.900541225864014,2.1985276310609736,41.49741090733136,43.69593853480237
40,Ohio-North Canton,4932 Portage St NW,44720,78304,1.0,1.0,1.0,,23.62109375,11201.970703125,10503.744140625,698.2265625,-640.291015625,-34.31640625,68.07855058562501,48.99073454703125,1022005.9670562744,638.3819885253906,-2019.8612976074216,17.709662917594603,10.22061874125183,-38.28917648939417,-28.06855775210449
41,Ohio-Elyria,5223 Cobblestone Rd,44035,39093,1.0,1.0,1.0,9860011.0,1034.1875,3211.09765625,3113.263671875,97.833984375,957.73046875,-21.376953125,10.422235263046877,10.10340887648828,311156.0758972168,201.5568389892578,986.9015502929688,-0.25071196524261474,0.7187365435185546,3.2561896267887573,3.9749261700283816
42,North Carolina-Raleigh,4700 Green Rd - Corner of Capital & Millbrook,27604,37183,1.0,1.0,1.0,12512010.0,21158.189453125,12709.376953125,5974.876953125,6734.5,14377.005859375,46.68359375,11.781716522877606,5.529105152776041,1136531.4086914062,3108.217193603516,8878.875701904297,5.558272222974059,2.7405491945321048,8.709025282986941,11.449574480549314
43,Michigan-Roseville,32123 Gratiot Ave.,48066,26099,1.0,1.0,1.0,7946796.0,1769.1640625,9196.73046875,8632.84765625,563.8828125,1247.015625,-41.736328125,10.560325054661458,9.912810740082033,877734.650238037,698.7660980224609,-1228.7819213867188,0.4328261181831665,1.0111761659801632,-1.7850983418905026,-0.7739221753539431
44,Michigan-Utica,45160 Utica Park Blvd,48315,26099,1.0,1.0,1.0,8940688.0,1769.1640625,9196.73046875,8632.84765625,563.8828125,1247.015625,-41.736328125,10.560325054661458,9.912810740082033,877734.650238037,698.7660980224609,-1228.7819213867188,0.4328261181831665,1.0111761659801632,-1.7850983418905026,-0.7739221753539431
45,North Carolina-Durham,4215 University Dr,27707,74198,1.0,1.0,1.0,7692046.0,33170.92578125,66092.962890625,37112.66015625,28980.302734375,4235.84765625,-45.2265625,104.90914951497395,76.02164866302083,5655902.311187744,17162.075424194336,-30163.20109558105,25.975438021495968,18.911749330075683,11.716473292449953,30.628222623530274
46,Michigan-Troy,200 W 14 Mile Rd,48083,26125,1.0,1.0,1.0,,1977.69921875,13159.46484375,10835.845703125,2323.619140625,-324.197265625,-21.724609375,10.494105593463539,8.640032894843749,1262624.3089904785,2639.1279754638667,-6297.366439819336,1.4255143235142824,2.4857364180220944,-4.913607303285339,-2.427870885884156
47,Michigan-Bloomfield Hills,2101 S Telegraph Rd,48302,26125,1.0,1.0,1.0,,1977.69921875,13159.46484375,10835.845703125,2323.619140625,-324.197265625,-21.724609375,10.494105593463539,8.640032894843749,1262624.3089904785,2639.1279754638667,-6297.366439819336,1.4255143235142824,2.4857364180220944,-4.913607303285339,-2.427870885884156
48,Ohio-Columbus,6060 E Main St,43213,39049,1.0,1.0,1.0,,16909.484375,29737.9296875,19667.689453125,10070.240234375,6895.390625,-56.146484375,271.0319228252604,247.36809723255212,2330582.776611328,2974.024368286133,1355.2991638183596,23.24245279546936,9.515043609118043,91.83789781009277,101.35294141288902
49,Michigan-Wixom,10800 Assembly Park Dr,48393,26125,1.0,1.0,1.0,10745685.0,1977.69921875,13159.46484375,10835.845703125,2323.619140625,-324.197265625,-21.724609375,10.494105593463539,8.640032894843749,1262624.3089904785,2639.1279754638667,-6297.366439819336,1.4255143235142824,2.4857364180220944,-4.913607303285339,-2.427870885884156
50,Ohio-Columbus-North,1160 Gemini Pl,43240,39041,1.0,1.0,1.0,9169660.0,4560.88671875,10758.21875,9225.802734375,1532.416015625,3043.95703125,-15.48828125,61.3015756959375,62.393182445234366,997674.9559020995,1551.4643096923828,2191.5963745117188,-3.896400919205811,5.8669725142225335,10.912708109925234,16.779680626256777
51,North Carolina-Greensboro,6103 Landmark Center Blvd,27407,37081,1.0,1.0,1.0,11709817.0,4650.244140625,6135.779296875,4526.615234375,1609.162109375,3060.91796875,-19.837890625,11.580266256184895,8.539372149697916,542670.3148498535,1046.8356475830078,1282.4288177490234,2.4949702435578613,1.9351960565712278,2.893734172609253,4.828930228731263
52,Ypsilanti,3100 Washtenaw Ave,48197,26161,1.0,1.0,1.0,5303216.0,-34.296875,3526.701171875,2374.0078125,1152.69140625,-1199.46484375,12.474609375,9.59819316751302,6.45852122521224,371376.6098937988,741.7677459716797,-3864.701889038086,2.4978949508862915,2.496763544893493,-9.7779062293067,-7.281142682012755
53,Ohio-Hilliard,3599 Park Mill Run Dr,43026,78146,1.0,1.0,1.0,9679402.0,24794.771484375,46018.884765625,33319.287109375,12699.59765625,12161.23828125,-66.064453125,493.82083747760424,436.1525463755208,3742402.3567504883,3511.4323120117188,8386.103698730469,51.805757895926526,18.907257595054325,175.07411437314408,193.98137195933504
54,Ohio-Toledo,2244 S Reynolds Rd,43614,39095,1.0,1.0,,7073959.0,-1338.962890625,5517.0546875,4657.029296875,860.0234375,-2199.533203125,0.544921875,25.96908063526042,22.099045040247397,435782.92686462397,117.01602172851562,-1801.6240997314453,6.238877021369383,0.20950327631109608,-3.2739732289732664,-3.0644699509855955
55,Michigan-Saginaw,5417 Bay Rd,48604,52162,1.0,1.0,,5849912.0,-6080.24609375,5466.22265625,5328.0078125,138.21484375,-6230.685546875,12.224609375,33.56287463541666,33.62758017929688,472218.087890625,396.89109802246094,-9756.443878173828,-1.4864838173732298,2.094568464688538,-57.44293050033619,-55.34836203296016
56,Ohio-Huber Heights,8221 Troy Pike,45424,117279,1.0,1.0,1.0,,32248.197265625,55735.060546875,41142.83203125,14592.2265625,17664.365234375,-8.396484375,391.2298520816406,375.7176209796874,4812095.79927063,7511.084335327148,9897.557739257812,7.063158097424928,20.422246253129273,77.91600511503478,98.33825136576674
57,Ohio-Beavercreek,4480 Indian Ripple Road,45440,78170,1.0,1.0,1.0,6207286.0,31182.380859375,53806.234375,39389.140625,14417.09375,16765.5234375,-0.236328125,358.21115854713537,346.0784676880208,4634804.914367677,7434.979995727539,8619.655258178711,3.93007933067676,18.907595941871946,60.1155895648291,79.02318551998155
58,North Carolina-Concord,7965 Lyles Ln NW,28027,37025,1.0,1.0,1.0,10391871.0,4837.484375,2558.841796875,1633.19921875,925.640625,3904.087890625,7.75390625,12.23814452747396,7.80753451814974,221649.27313232425,197.28961181640625,3849.929458618164,4.420687532235474,0.908734499991638,18.11094576744232,19.01968026852234
59,North Carolina-Charlotte Mecklenburg,900 Metropolitan Avenue,28204,37119,,,,,17638.439453125,15033.09375,7109.6484375,7923.4453125,9673.134765625,41.859375,23.634582039309894,21.76693597210937,1163412.7044525144,4526.7247619628915,1523.6187744140625,0.6236515942557377,3.8946091710555426,12.835805947986332,16.730415118611816
60,Ohio-Loveland,9570 Fields Ertel Rd,45140,117251,1.0,1.0,1.0,5849871.0,18781.73046875,30743.451171875,23747.46484375,6995.986328125,11835.57421875,-49.83203125,274.20508042265624,260.5452132454427,2649930.4060974116,2152.036499023437,11602.852416992188,9.662890807592165,13.982935820083618,53.30642629352929,67.28936213187951
61,North Carolina-Charlotte,11415 Carolina Place Pkwy,28134,37119,1.0,1.0,1.0,12838723.0,17638.439453125,15033.09375,7109.6484375,7923.4453125,9673.134765625,41.859375,23.634582039309894,21.76693597210937,1163412.7044525144,4526.7247619628915,1523.6187744140625,0.6236515942557377,3.8946091710555426,12.835805947986332,16.730415118611816
62,Ohio-Springdale,11925 Commons Dr,45246,78078,,,,5857797.0,14361.3515625,27537.728515625,21478.13671875,6059.58984375,8358.24609375,-56.486328125,197.584310731901,197.25683945638022,2335641.161697388,2139.3655242919917,7348.820938110352,-4.4404036211434335,10.908083166763305,6.740587994322755,17.648671159805907
63,Ohio-Cincinnati,4825 Marburg Ave,45209,39061,1.0,1.0,1.0,6415470.0,12687.87109375,19468.357421875,14161.298828125,5307.05859375,7403.416015625,-22.60546875,109.94971575065105,105.36430240794272,1597584.26512146,1867.5194091796875,6470.013229370117,3.2246710318973397,8.409334842555118,5.792967430788451,14.202302279517582
64,Tennessee-Johnson City,3019 Peoples St,37604,94198,1.0,1.0,,6475667.0,17793.205078125,29789.4921875,24908.369140625,4881.12109375,12961.189453125,-49.107421875,380.833930101172,384.95870504830737,2799955.316070557,1761.1275939941406,11851.85905456543,-20.87183737175916,9.768185424102787,73.95988157437904,83.72806699190173
65,Michigan-Kalamazoo,4620 Stadium Dr,49008,26077,1.0,1.0,,6482200.0,1008.21484375,3045.64453125,2181.19921875,864.4453125,150.83203125,-7.0625,11.563562447903646,8.278093065074218,266789.6546020508,198.4800567626953,-320.3039093017578,2.6474743220482786,0.924180369022522,-1.397065531381592,-0.4728851615708006
66,Kentucky-Florence,4874 Houston Rd,41042,42132,1.0,1.0,1.0,7499219.0,4120.4609375,8299.310546875,5567.51171875,2731.796875,1405.123046875,-16.4609375,103.47529164010416,86.42496887063803,697205.5811157228,370.60150146484375,291.30419921875,13.816796072011721,3.2682126175331425,-23.344776549138924,-20.076563931695922
67,Michigan-Georgetown Township,334 Chicago Dr,49428,26139,1.0,1.0,,8149742.0,2247.50390625,4065.1328125,2996.90625,1068.2265625,1195.125,-15.849609375,40.14731816575521,45.55116135542968,372215.30760192865,189.3741607666016,646.5888824462892,-8.370499626773498,1.0586198519744263,-5.865470244123231,-4.806850392663391
68,Kentucky-Lexington,1996 Pavilion Way,40509,42116,1.0,1.0,,10747911.0,50542.73046875,45537.796875,33032.724609375,12505.0703125,37887.37109375,150.287109375,261.7086941444011,248.05593637096356,3971738.5545959477,-1153.867919921875,43029.347396850586,17.362574236299686,4.969072024362792,9.4711703527334,14.440242364786377
69,Indiana-Noblesville,301 Noble Creek Dr,46060,36152,1.0,1.0,1.0,9035318.0,20573.158203125,35749.3125,27812.896484375,7936.416015625,12669.26171875,-32.5234375,332.7386303654948,294.1487515679688,3009403.84526062,2404.927352905273,13500.817764282228,31.787976130145875,17.801548837467653,89.02918398628906,106.83073282238331
70,South Carolina-Greenville,35 Park Woodruff Dr,29607,45045,1.0,1.0,1.0,11082044.0,8416.119140625,6313.013671875,4445.775390625,1867.23828125,6530.732421875,18.1484375,12.36661502984375,8.704177587618489,531858.7812652588,1646.1029357910156,4795.544647216797,3.152808930720276,3.2598952707050173,9.461740389726868,12.721635662411805
71,Indiana-Indianapolis NW,3015 W 86th St,46268,54165,1.0,1.0,1.0,6199734.0,31067.322265625,52110.025390625,39408.73828125,12701.28515625,18416.78515625,-50.75,387.73835291432295,389.4387983179688,4220098.447280884,7505.654708862305,13605.532424926758,-9.022146991903444,19.084216126351315,21.33023642426648,40.41445255749878
72,Indiana-Greenwood,7667 Shelby St,46227,18097,1.0,1.0,1.0,,14946.53515625,26591.09765625,21178.759765625,5412.337890625,9553.775390625,-19.580078125,187.8696581779948,206.68508336041666,2092973.736526489,5201.074890136719,6869.805374145508,-21.835899512896916,7.010371744006713,38.12752991122144,45.137901665119635
73,Kentucky-Jeffersontown,11501 Bluegrass Pkwy,40299,42140,1.0,1.0,1.0,12296811.0,1728.779296875,39346.357421875,32771.62109375,6574.734375,-4790.236328125,-55.71875,287.465732477474,275.6504204455729,3314152.1463470464,822.0768127441406,-9686.550704956057,-0.17274225868566795,7.6440605721557615,9.074538631657957,16.718599218769473
74,South Carolina-Charleston,6185 Rivers Ave,29406,90034,1.0,1.0,1.0,11082198.0,13606.970703125,8930.232421875,6133.447265625,2796.783203125,10749.91796875,60.267578125,36.34477487481771,24.965299112421874,772875.7618255615,514.9018859863281,9481.79151916504,8.989923151563113,0.650505573010254,47.48570517252502,48.13621074566589
75,Indiana-Avon,216 Gable Crossing Dr,46123,18063,1.0,1.0,1.0,6685956.0,3226.224609375,1737.326171875,1153.765625,583.560546875,2643.740234375,-1.078125,10.509838201914064,6.978714181509115,172847.0774383545,278.2845458984375,2701.6323852539067,3.090838674868225,1.7114494591206055,17.662899289634158,19.37434875081201
76,Indiana-Lafayette,3530 State Road 38,47905,54195,1.0,1.0,,5285076.0,4038.369140625,11894.865234375,10630.99609375,1263.869140625,2795.38671875,-20.88671875,243.70468048658853,248.64239190690103,1120396.5552215576,2185.0614776611333,1852.609085083008,-9.416507782457824,14.945197821779177,35.877640609909065,50.82283842407018
77,Tennessee-Farragut,11501 Parkside Dr,37934,47093,1.0,1.0,1.0,9198769.0,4071.052734375,7805.076171875,7271.53125,533.544921875,3540.052734375,-2.546875,102.39461721796873,103.86568408940106,709623.2626190186,906.4553985595703,3021.7885131835938,-2.009349567019165,4.794316618874755,-4.016970450717712,0.7773461673466793
78,Indiana-Merrillville,101 W Lincoln Hwy,46410,18089,1.0,1.0,,7790932.0,8399.349609375,20085.68359375,18382.70703125,1702.9765625,6619.318359375,77.0546875,119.41813155833331,128.85704451041667,1941519.413513184,1258.2821807861328,8553.503463745117,-14.891863766271058,2.020095921422485,45.886171315703315,47.90626723558776
79,Indiana-Bloomington,3175 W 3rd St,47404,36224,1.0,1.0,,4690788.0,786.181640625,16020.248046875,14913.03125,1107.216796875,-286.7421875,-34.294921875,192.84979630338543,212.75510121510413,1587997.616607666,2419.7554931640625,-1355.7240600585938,-27.973596610990235,13.832257695825195,-2.1339040641112046,11.698353627430789
80,Kentucky-Elizabethtown,1811 North Dixie Hwy,42701,21093,1.0,1.0,1.0,5536380.0,1163.76171875,2962.5859375,2498.69140625,463.892578125,707.025390625,-7.158203125,64.99760747845053,72.75404246820312,246674.7779388428,-137.5655517578125,2083.439468383789,-9.849576083911316,-0.897155280763611,7.520537879688843,6.623382593591979
81,Illinois-Crestwood,13180 S Cicero Avenue,60445,17031,1.0,1.0,1.0,8219612.0,-22213.396484375,63662.109375,41932.869140625,21729.240234375,-44014.9765625,72.337890625,32.926157057994786,27.639326608789066,5153189.58164978,9175.77651977539,-60345.66296386719,3.986813138853943,6.332218668276306,-4.471169650592713,1.8610490211629045
